mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_batch_size,param_beta_1,param_beta_2,param_hidden_layer_sizes,param_max_iter,param_n_iter_no_change,param_solver,param_verbose,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.9873462677001954,0.0797675553274646,0.0005399703979492,2.1492823313317587e-05,relu,16,0.8,0.9,"(5, 7)",500,50,adam,False,"{'activation': 'relu', 'batch_size': 16, 'beta_1': 0.8, 'beta_2': 0.9, 'hidden_layer_sizes': (5, 7), 'max_iter': 500, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.881578947368421,0.88,0.9466666666666668,0.92,0.9066666666666666,0.9069824561403508,0.0249711190518887,28
3.961120843887329,0.0145737167772721,0.0005078315734863,7.099911537883028e-06,relu,16,0.9,0.95,"(4, 4)",500,50,adam,False,"{'activation': 'relu', 'batch_size': 16, 'beta_1': 0.9, 'beta_2': 0.95, 'hidden_layer_sizes': (4, 4), 'max_iter': 500, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.881578947368421,0.88,0.9466666666666668,0.9066666666666666,0.92,0.9069824561403508,0.0249711190518887,28
3.413807678222656,0.006567060482156,0.0004658699035644,5.523906882314522e-06,relu,16,0.9,0.999,"(4, 8)",500,50,adam,False,"{'activation': 'relu', 'batch_size': 16, 'beta_1': 0.9, 'beta_2': 0.999, 'hidden_layer_sizes': (4, 8), 'max_iter': 500, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.881578947368421,0.92,0.92,0.9066666666666666,0.9066666666666666,0.9069824561403508,0.0140317539900375,28
2.131175184249878,0.002369957067805,0.000512409210205,4.974670927331915e-06,relu,32,0.9,0.999,"(11, 1)",500,50,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.9, 'beta_2': 0.999, 'hidden_layer_sizes': (11, 1), 'max_iter': 500, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.881578947368421,0.9066666666666666,0.92,0.9066666666666666,0.92,0.9069824561403508,0.0140317539900375,28
3.965616989135742,0.0474230674949584,0.0005389213562011,1.1659229202674194e-05,relu,16,0.8,0.9,"(3, 9)",500,50,adam,False,"{'activation': 'relu', 'batch_size': 16, 'beta_1': 0.8, 'beta_2': 0.9, 'hidden_layer_sizes': (3, 9), 'max_iter': 500, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.881578947368421,0.9333333333333332,0.9333333333333332,0.88,0.9066666666666666,0.9069824561403508,0.0235041629417533,39
2.995926666259765,0.0041578950950684,0.0005224704742431,4.505038764546083e-06,relu,32,0.9,0.9,"(2, 10)",700,50,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.9, 'beta_2': 0.9, 'hidden_layer_sizes': (2, 10), 'max_iter': 700, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.8947368421052632,0.88,0.9466666666666668,0.8933333333333333,0.92,0.9069473684210528,0.0237006051119289,40
2.0921639919281008,0.0401925247000728,0.0005122184753417,8.681317783747678e-06,relu,32,0.95,0.95,"(2, 10)",500,100,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.95, 'beta_2': 0.95, 'hidden_layer_sizes': (2, 10), 'max_iter': 500, 'n_iter_no_change': 100, 'solver': 'adam', 'verbose': False}",0.8947368421052632,0.88,0.9466666666666668,0.9066666666666666,0.9066666666666666,0.9069473684210528,0.0221496630123458,40
2.136021232604981,0.0411862760458482,0.0005096435546875,3.1180921028655654e-06,relu,32,0.8,0.9,"(4, 4)",500,100,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.8, 'beta_2': 0.9, 'hidden_layer_sizes': (4, 4), 'max_iter': 500, 'n_iter_no_change': 100, 'solver': 'adam', 'verbose': False}",0.8947368421052632,0.8666666666666667,0.9733333333333334,0.8933333333333333,0.9066666666666666,0.9069473684210528,0.0356767402348183,40
3.888768386840821,0.1196925260255388,0.0005133152008056,6.716467613853077e-06,relu,16,0.9,0.9,"(1, 7)",500,50,adam,False,"{'activation': 'relu', 'batch_size': 16, 'beta_1': 0.9, 'beta_2': 0.9, 'hidden_layer_sizes': (1, 7), 'max_iter': 500, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.8947368421052632,0.88,0.9466666666666668,0.9066666666666666,0.9066666666666666,0.9069473684210528,0.0221496630123458,40
2.0637800216674806,0.0079973726868151,0.0005036830902099,3.994062727236161e-06,relu,32,0.9,0.95,"(10, 2)",500,100,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.9, 'beta_2': 0.95, 'hidden_layer_sizes': (10, 2), 'max_iter': 500, 'n_iter_no_change': 100, 'solver': 'adam', 'verbose': False}",0.8947368421052632,0.9066666666666666,0.96,0.8933333333333333,0.88,0.9069473684210528,0.0278397560335022,40
